,name,mbrg,nprg,nav,targ,epsg,seg
366,维尔利,45.6407,71.3328,-0.5028,17.477,-9.375,0.266
367,宝胜股份,55.5466,70.6211,7.226,13.2125,35.2113,0.5316
368,佳发教育,103.1333,70.6043,18.6264,31.6626,-12.7451,18.6994
369,纳尔股份,22.6592,70.5998,9.2408,12.0936,22.2222,9.2408
370,每日互动,61.9688,70.5925,28.6592,30.0059,68.2927,28.2366
371,山鹰纸业,39.479,70.1143,29.5846,33.3294,59.0909,27.1375
372,中持股份,95.3615,70.0995,20.0311,78.6284,38.4615,12.6831
373,翔鹭钨业,71.6657,69.7257,11.0639,31.8068,-10.0,10.1731
374,浙江鼎力,49.8914,69.6896,18.1101,30.7723,12.1387,18.1101
375,东方电气,-3.5698,69.5677,34.8118,15.7152,27.5862,30.9911
376,西部创业,15.3564,69.3988,22.4944,14.4624,66.6667,22.4944
377,北方华创,49.5332,68.9828,7.7877,22.7871,86.0007,7.2566
378,美锦能源,23.7688,68.865,-3.6307,35.2256,69.2308,-7.9110000000000005
379,博深股份,78.044,68.7026,21.3219,12.3165,33.3333,21.3219
380,新农股份,19.6232,68.518,151.2091,92.2096,64.2857,151.2091
381,深圳华强,42.2016,68.5014,14.9859,20.272000000000002,66.2701,11.6599
382,全筑股份,40.9838,68.1184,13.5444,52.9599,58.1771,13.4309
383,浩物股份,3.0673,67.9275,12.9985,10.7216,80.0,12.7697
384,泰禾集团,27.3466,67.6052,26.9531,17.7867,20.2495,14.5963
385,道明光学,48.4082,67.46,9.2937,1.2467,57.1429,9.3841
386,报喜鸟,19.5451,67.3801,10.4765,-1.4133,100.0,10.6932
387,金陵药业,-9.1714,67.0483,6.2928,0.725,76.2955,5.8019
388,白云山,101.5528,66.7826,20.1451,81.8213,66.877,14.9081
389,千禾味业,12.369000000000002,66.6143,22.9092,61.4497,63.782,22.9092
390,传化智联,4.854,66.5446,7.7439,24.298000000000002,78.5714,6.3448
391,中信海直,12.2952,66.5158,4.5495,0.7495,66.6667,4.4344
392,光线传媒,-19.0903,66.3535,2.2216,-8.737,67.8571,2.6689999999999996
393,蓝色光标,51.692,66.2781,1.7359,1.3787,80.0,2.6537
394,得润电子,27.3981,66.2483,9.3341,6.0038,43.5543,12.7796
395,新余国科,6.7708,65.9607,13.2741,-6.7606,27.3973,13.1336
396,南极电商,240.1202,65.6583,23.4165,19.0739,5.8824,23.7462
397,江苏神通,43.9089,65.6168,4.8035,13.4375,65.4054,4.8035
398,中海达,26.2558,65.4367,10.3343,11.8148,41.4602,7.3826
399,黑牡丹,7.4587,65.3015,5.73,23.1648,34.0426,0.6642
400,高能环境,63.2043,65.1401,23.1686,42.3426,68.2432,22.9223
401,麦格米特,60.1697,65.1236,18.1449,38.2929,5.2815,25.7069
402,鸿合科技,21.04,64.8268,24.4979,17.2538,56.4593,22.3605
403,吉林化纤,16.5882,64.8069,5.0129,15.5357,55.1963,4.7519
404,克明面业,25.8608,64.7986,3.8992,32.2841,66.568,4.3158
405,华西股份,3.1595,64.7859,6.4821,8.1713,63.6364,1.6383
406,海德股份,67.3459,64.6385,1304.8218,40.8234,-32.6248,1304.8218
407,顺鑫农业,2.9021,64.5818,8.4404,7.8144,69.7774,8.7561
408,山东赫达,40.1769,64.5137,13.6669,19.2255,32.0611,12.1149
409,瑞泰科技,73.9597,64.4653,5.1712,0.6061,13.8508,4.2302
410,立华股份,21.6205,64.4064,45.6282,37.7028,64.4069,45.6282
411,日照港,6.7807,64.3993,5.5574,6.8071,75.0,5.7738
412,航天发展,49.6127,64.3552,27.3008,22.3746,63.1579,27.3117
413,佳隆股份,11.1241,64.347,2.2752,5.1545,64.1921,2.2752
414,迪马股份,38.8721,64.2798,48.2474,56.7168,53.5714,10.610999999999999
415,博晖创新,40.1888,64.0385,-22.9141,-0.9179,78.1513,-20.4153
416,云图控股,1.6372,63.9986,0.657,11.5253,70.0,1.189
417,韵达股份,38.7601,63.9276,119.6857,92.3593,22.1374,119.9058
418,新潮能源,213.9857,63.9078,9.2704,24.3196,26.1429,9.2704
419,农产品,-5.8957,63.8413,2.83,0.8292,207.3171,2.4458
420,广济药业,5.2741,63.5088,15.1225,3.1308,63.1579,15.0206
421,亚光科技,34.8199,63.4472,3.3310000000000004,10.8361,7.6923,3.1471
422,中国武夷,16.6843,63.3915,5.9434,3.3169,-17.96,3.7965
423,天宇股份,23.4518,63.3644,12.3324,24.8103,-11.6505,12.3324
424,三钢闽光,61.3862,63.3501,67.2112,79.1466,37.2414,66.4623
425,隆利科技,70.6647,63.3186,178.4757,114.0876,58.7912,178.4757
426,嘉泽新能,28.5433,63.2567,8.8621,-1.5607,54.5254,8.9336
427,国茂股份,19.4956,63.1163,23.0048,18.5178,65.7143,23.0048
428,长春一东,15.4762,63.0676,8.0937,3.2479,92.3077,5.8892
429,皖天然气,26.0695,62.6696,6.7962,2.0439,36.8421,7.8877
430,华菱钢铁,19.1702,62.4491,79.9702,0.4079,64.5298,69.4318
431,冀凯股份,3.6747,62.4038,1.8108,4.6622,-13.7931,1.8108
432,包钢股份,25.1544,62.3461,6.3241,1.4718,61.5044,6.3502
433,比音勒芬,39.9571,62.1642,12.9337,22.3913,-4.7337,12.8643
434,威尔泰,4.5588,62.138000000000005,1.6697,-1.5459,53.0612,1.6697
435,安诺其,-12.9762,61.8496,4.5244,7.0214,45.3374,5.2195
436,艾格拉斯,-1.8689,61.7736,11.0567,3.0377,38.4615,11.0567
437,艾迪精密,59.1465,61.1988,21.5771,72.3621,6.0943,21.5771
438,元力股份,99.4211,61.1782,11.6495,18.945999999999998,69.8189,12.2893
439,永冠新材,20.6253,61.1165,17.1622,16.7004,61.5385,17.1622
440,立讯精密,57.0569,60.9671,19.7484,35.5412,24.5283,19.7836
441,锦州港,30.6776,60.9161,3.1783,5.8167,69.0309,3.4148
442,捷昌驱动,60.6351,60.9027,207.2454,170.7286,48.8506,207.2454
443,昌红科技,15.8401,60.8451,5.2236,6.296,57.1429,5.3126
444,ST锐电,305.0797,60.7695,6.435,-6.7066,50.0,14.3811
445,台基股份,50.047,60.6568,6.8414,2.4053,7.1048,6.8415
446,同益股份,28.2647,60.5322,9.045,8.842,9.0909,6.882999999999999
447,科锐国际,93.5371,60.3556,28.0409,49.3544,38.2979,16.5145
448,沙钢股份,18.5116,60.1832,22.4715,19.3245,67.0846,31.6687
449,国联水产,15.6739,60.1406,12.3874,25.1516,61.1111,12.4123
450,天地源,33.1843,60.1104,11.1708,0.725,65.4762,11.28
451,涪陵榨菜,25.9246,59.7808,28.1812,19.8863,61.5385,28.1812
452,博世科,85.4912,59.728,32.8484,66.4087,60.9756,31.9156
453,新天然气,60.5781,59.3637,167.1249,246.0728,26.6667,16.5968
454,ST云维,105.8584,58.9927,4.7219,3.3187,60.6061,4.7219
455,光威复材,43.6278,58.7618,10.4201,12.9449,32.4675,10.4201
456,力帆股份,-12.5982,58.6731,3.5919,-7.0472,35.7143,3.6265
457,西昌电力,2.7878,58.5233,4.6393,23.7436,52.8736,4.7967
458,通策医疗,31.0509,58.4566,31.7017,18.8439,52.9412,32.5055
459,力生制药,46.0616,58.3478,4.3067,6.3868,57.8125,4.3067
460,建发股份,28.2616,58.1446,24.42,24.0502,41.0256,16.6487
461,安车检测,28.1706,58.1404,24.5129,1.9455,-12.2881,20.6384
462,密尔克卫,38.1581,57.8038,71.8101,63.2938,38.6392,73.2261
463,宁波热电,11.7584,57.7207,4.4801,11.1141,60.9339,1.7404
464,长春高新,31.0252,57.6971,21.6463,28.0436,52.1851,19.6393
465,雪峰科技,59.747,57.6901,8.3396,15.277999999999999,182.1429,3.7554
466,蓝英装备,28.0902,57.6292,5.102,-5.4567,100.0,5.3859
467,德恩精工,20.1985,57.5226,14.6083,7.4667,54.3478,14.675
468,江山股份,7.6843,57.4774,16.4043,8.6072,57.4854,16.4043
469,广誉远,38.5116,57.4242,18.9913,22.2924,58.208999999999996,19.5286
470,锐科激光,53.6021,57.3475,290.182,211.2638,33.564,295.5039
471,光弘科技,25.4275,57.3249,12.78,14.2222,18.4615,12.7778
472,鲁西化工,35.0407,57.2678,4.7002,0.0426,62.6312,4.8134
473,健盛集团,38.6164,56.9828,3.8958,10.2524,47.0588,3.8958
474,中联重科,23.3046,56.7835,1.4157,12.3965,52.9412,1.6577
475,万顺新材,29.7554,56.7271,-1.8296,12.2703,53.0094,12.6297
476,寒锐钴业,89.9429,56.6872,70.5194,58.7289,-5.6266,70.6189
477,神力股份,32.7841,56.6517,4.8402,38.007,53.8462,4.8402
478,多喜爱,32.6075,56.6255,6.3826,7.6745,-26.3158,3.6849
479,恒生电子,22.383000000000003,56.5588,3.9142,6.2233,36.8421,3.5308
480,信息发展,25.2788,56.5033,10.7487,12.9606,-23.8683,7.1526
481,大业股份,29.4065,56.2819,12.0147,13.7575,20.7317,12.0147
482,科伦药业,42.9984,56.2706,8.1925,4.9047,63.4615,8.1372
483,德美化工,-32.3788,56.1154,1.6654,-2.6209,71.4286,1.3748
484,东方电热,29.4288,55.9362,7.2741,24.5268,74.0458,6.8985
485,武进不锈,36.879,55.783,6.8509,12.4858,57.1429,6.8509
486,广汇物流,89.0536,55.6494,11.0459,39.6554,7.3171,9.676
487,深南电路,33.6772,55.5908,17.5416,14.5367,16.9014,17.5094
488,安道麦A,7.5381,55.4107,18.6501,8.0744,48.7653,18.6501
489,金鹰股份,-2.7279,55.3473,-1.2779,-0.7435,0.0,-2.4526
490,山西汾酒,55.3949,55.3429,21.4078,32.3182,55.3558,18.6774
491,坤彩科技,25.0682,55.1476,13.8149,17.926,7.6902,13.8464
492,扬农化工,19.2081,55.1401,19.1471,5.0103,55.7412,18.783
493,铁龙物流,33.8505,55.0502,7.7096,8.558,53.7945,7.6642
494,南大光电,28.7571,54.9909,-1.7797,9.5349,-10.8365,-2.1652
495,奥克股份,30.7101,54.9469,4.0905,-11.0692,54.8387,7.8814
496,中航机电,26.05,54.8403,11.7186,20.0062,-4.1667,7.8141
497,宝信软件,14.5594,54.7897,37.9229,9.5448,47.5138,38.2697
498,中新赛克,38.8496,54.729,13.583,30.2297,-25.2918,13.583
499,克来机电,131.514,54.5099,24.8346,40.5658,-5.8824,11.4661
500,岭南股份,85.0467,54.4238,24.1871,49.9597,-37.3984,24.3665
501,新疆众和,-18.8999,54.3895,6.0775,2.8559,50.3801,5.2861
502,龙元建设,13.0887,54.2538,71.4816,38.0591,33.3333,64.8506
503,中化国际,-4.0174,54.2271,14.0563,-9.7408,41.9355,4.0305
504,浙江龙盛,26.3221,54.2095,16.0051,12.6496,66.1888,17.8591
505,天华超净,5.7076,54.2018,4.901,10.1764,66.6667,4.8012
506,涪陵电力,18.8063,54.0121,29.2633,14.8734,9.8592,29.2633
507,万孚生物,44.049,53.9916,80.8013,58.8099,-23.3333,87.9956
508,光环新网,47.7291,53.951,9.9273,7.2862,53.3333,16.6317
509,金冠股份,67.5349,53.9436,83.2109,78.5431,-39.0625,83.70100000000001
510,视源股份,56.2781,53.7874,39.747,41.3475,-9.8837,35.6992
511,上海瀚讯,10.2811,53.7236,19.654,31.1454,53.7313,20.083
512,浪潮信息,84.167,53.4691,27.851999999999997,43.1606,30.9408,23.3139
513,*ST康达,16.7944,53.1434,7.391,36.0738,58.0263,0.5605
514,莱宝高科,10.6968,53.0797,1.3387,3.7071,59.35,3.1383
515,晶盛机电,30.1133,52.9687,14.3521,5.2998,17.9487,13.7011
516,东山精密,28.8238,52.9007,8.2541,40.7994,-7.4074,8.254
517,汇鸿集团,5.9332,52.8958,-22.7346,-11.5034,63.6364,-27.039
518,利安隆,30.229,52.7942,19.3141,35.3264,44.5946,19.5301
519,乐山电力,5.4119,52.7016,5.9801,12.2559,88.6935,6.4345
520,皖维高新,24.471,52.6485,-4.1759,3.4898,40.0,-4.4875
521,雄塑科技,21.8854,52.6015,13.4538,6.7522,48.8889,13.4538
522,泰格医药,36.3731,52.5702,7.6328,19.4415,56.8627,6.5926
523,蓝晓科技,42.2617,52.5598,18.4627,75.2639,54.3478,16.5065
524,章源钨业,2.1113,52.4637,1.7295,11.3165,66.6667,1.4843
525,厦门象屿,15.1099,52.3926,21.6678,20.2751,-13.7255,11.2558
526,协鑫集成,-22.537,52.3672,2.0102,-7.3534,80.0,1.7953
527,航天通信,22.6568,52.3452,7.8751,8.7757,110.5263,5.2918
528,游族网络,10.6803,52.2795,10.7614,10.4978,51.3158,11.3166
529,国恩股份,81.9437,52.1825,98.1133,67.4348,36.4706,100.5396
530,北辰实业,15.5769,52.0775,26.0587,14.8967,2.9412,20.7834
531,宜安科技,21.5939,51.7603,63.5958,34.8009,49.875,61.1723
532,中国长城,5.2872,51.7582,-12.0149,5.2668,64.7059,-6.5003
533,华电重工,21.0415,51.747,1.3366,2.7584,51.5337,1.3094
534,鹏鼎控股,8.0848,51.6549,45.6294,17.7683,39.7849,45.6294
535,东宝生物,27.0892,51.5712,2.8948,23.3865,51.6461,2.8948
536,陕鼓动力,27.3107,51.4113,1.8967,13.6486,45.3433,1.9379
537,乔治白,27.6997,51.233000000000004,6.0844,8.2442,52.381,5.8951
538,南兴股份,44.123999999999995,51.2133,89.33,78.8913,36.0687,89.33
539,大金重工,-5.0223,51.1968,4.3189,6.9721,37.5,4.3189
540,太辰光,62.1263,51.1884,8.9611,17.1053,51.6196,9.158999999999999
541,设计总院,20.038,51.1601,19.425,16.0342,29.8077,19.3608
542,启迪设计,115.2332,51.1051,65.6693,121.4575,46.5517,65.5089
543,东方财富,17.7324,50.9376,6.9125,-4.8603,24.8656,6.9313
544,联得装备,42.3164,50.861000000000004,16.0625,11.7479,-24.0506,16.0625
545,四川美丰,4.4272,50.8226,6.6841,-5.1318,41.125,6.7236
546,耀皮玻璃,17.8401,50.7951,2.5488,3.9699,100.0,2.5175
547,方大炭素,39.5244,50.7542,32.566,15.3269,52.1327,30.1299
548,新筑股份,18.0684,50.7075,1.1815,26.5642,5.1813,0.6322
549,天奇股份,42.4853,50.6822,12.7363,13.4805,60.8696,5.7351
550,杭州园林,185.0093,50.5965,13.4053,44.6749,36.6667,13.4053
551,飞荣达,27.9187,50.5686,19.6929,29.1259,-27.2727,19.4943
552,华兰生物,35.8386,50.4969,19.2172,24.4044,38.8329,18.4388
553,仙琚制药,26.9653,50.0969,13.5943,6.0117,43.4783,11.8304
554,鄂尔多斯,7.8241,49.9772,10.3261,3.3838,78.0,16.2496
555,亿利洁能,10.3222,49.9057,10.9844,25.709,40.0,3.2508
556,航天动力,2.5666,49.808,1.2426,3.4210000000000003,46.1719,1.0791
557,普路通,7.2782,49.6977,6.2182,-17.2745,55.5556,6.2138
558,国祯环保,52.4446,49.5281,15.6645,25.2648,-20.7077,15.9429
559,金河生物,11.7342,49.3942,8.6771,12.6842,52.9412,9.9196
560,康龙化成,26.7643,49.3349,16.4965,18.0218,46.1538,16.582
561,双杰电气,36.0898,49.1386,31.7333,53.2348,-7.7317,14.905999999999999
562,南国置业,27.3149,48.9092,2.8807,3.9947,51.0574,-0.0524
563,兰花科创,12.7244,48.9059,5.7488,-1.0837,38.2637,8.7091
564,森马服饰,30.7063,48.7476,10.6281,21.4356,50.0,10.3393
565,正裕工业,28.4114,48.5257,26.1044,51.7584,36.2319,9.6747
566,利尔化学,30.5986,48.515,32.2677,45.593,43.1039,32.717
567,天赐材料,1.0958,48.4034,12.1378,33.6746,46.7391,11.1924
568,常熟汽饰,9.2944,48.2437,11.8908,44.3304,49.3827,12.0864
569,柏堡龙,24.749000000000002,48.24,6.1206,14.2194,0.0,6.1568
570,胜利股份,22.1487,48.2359,1.4375,27.3913,71.4286,4.4517
571,洲明科技,49.2921,48.1934,28.147,31.1957,14.8936,31.963
572,西藏天路,39.8343,48.1701,17.8992,1.3685,20.9302,14.2281
573,赛托生物,33.9514,48.0372,9.0613,28.1494,35.2273,6.9921
574,可立克,18.3275,48.0271,-0.0241,-4.757,47.997,-0.0241
575,辰安科技,61.6369,48.0266,47.2551,58.7847,48.9715,46.5053
576,盘龙药业,29.8988,47.9492,10.0822,8.6209,15.3846,10.0822
577,双箭股份,19.3577,47.6662,0.6681,2.6376,42.3077,1.1828
578,思维列控,17.6774,47.6452,5.0867,3.7161,42.6829,4.8324
579,大有能源,15.0253,47.6259,22.2642,5.6609,36.2,21.1067
580,万东医疗,7.9835,47.5864,6.0874,5.0674,40.5941,6.5135
581,王子新材,52.4096,47.5565,19.6617,31.3329,22.9167,10.7781
582,金达威,37.8005,47.5522,21.2667,37.9751,44.1558,21.5203
583,利民股份,6.7276,47.5337,8.4983,14.6459,-10.8434,8.6336
584,朗源股份,-8.1189,47.5128,19.2149,56.9388,47.8571,-1.8465
585,元成股份,47.8018,47.5063,21.5747,60.4621,42.5532,16.846
586,康跃科技,18.3924,47.23,53.299,5.8549,19.0899,53.4876
587,新华保险,,47.1582,2.9393,3.3303,46.8208,2.9381
588,环能科技,46.1739,47.147,6.47,24.9737,-17.3291,5.7107
589,中交地产,54.4394,47.1249,13.0556,22.9417,-12.5,9.0429
590,金桥信息,23.8159,47.0522,11.3002,19.9109,45.0,11.3002
591,火炬电子,7.2142,46.9135,10.784,13.3485,42.3077,10.0901
592,古井贡酒,24.6518,46.8838,17.3738,23.2158,47.806999999999995,17.6946
593,东诚药业,46.2034,46.8637,40.1927,32.1288,50.7335,44.1378
594,宏大爆破,14.9261,46.7761,5.6118,4.6703,32.6522,2.395
595,威星智能,57.2375,46.7112,13.884,43.3354,-25.0,9.9347
596,华力创通,18.9436,46.5087,38.3353,25.5863,34.3537,38.2535
597,赢合科技,31.5794,46.4747,139.9997,63.1812,27.7778,136.5529
598,南京港,5.8837,46.4348,5.8329,0.0262,54.2717,6.3325
599,振华股份,18.5059,46.3397,10.7122,10.2798,2.1739,10.6572
600,江苏国泰,6.6997,46.2739,12.2516,15.1402,30.0,9.8591
601,特一药业,28.828000000000003,46.2689,6.5556,7.1858,47.1698,6.5556
602,亚世光电,0.9217,46.133,40.4731,26.638,46.1322,40.4731
603,三德科技,23.2464,46.1197,4.912,10.923,47.3109,4.7399
604,中再资环,34.1186,46.1123,-15.2233,-3.6367,42.8482,-15.7379
605,凯伦股份,57.0938,46.0681,13.4418,36.691,-36.0614,13.4418
606,中光防雷,4.2448,46.0146,4.8956,2.1606,34.7826,4.9583
607,山河药辅,26.2842,45.978,11.5256,6.5041,-7.4074,11.6948
608,顺发恒业,-59.3559,45.8186,5.9784,-7.749,35.4839,4.7328
609,中电电机,39.3356,45.7851,0.7179,5.6606,-25.0,0.7179
610,伟明环保,50.2857,45.614,33.4304,45.97,45.9459,33.473
611,金卡智能,20.88,45.5285,15.7262,13.2838,-20.9459,15.7872
612,华统股份,8.5382,45.4854,16.6562,37.8121,-17.6471,10.8957
613,湘潭电化,45.6553,45.3765,2.525,24.2045,42.8571,4.5377
614,司尔特,20.1361,45.3316,6.0295,8.8476,40.0,5.7620000000000005
615,润达医疗,38.1015,45.3098,13.9087,5.8616,18.4211,9.5546
616,隆基机械,10.1987,45.2956,3.0006,4.5307,35.7143,3.2585
617,百傲化学,28.7078,45.2359,16.26,15.1478,1.2987,16.2608
618,金隅集团,30.5259,45.1159,13.2966,15.5329,14.8148,12.7097
619,天味食品,32.5614,45.048,22.2427,16.2807,43.5723,22.2427
620,创力集团,28.2348,44.941,10.6693,15.0637,43.4783,7.1411
621,远东传动,12.9386,44.9003,3.9154,2.9407,45.4545,3.9119
622,新华联,88.15,44.8425,21.8249,4.4966,40.0,20.8933
623,用友网络,21.4362,44.6704,13.5133,8.4575,18.5185,12.3356
624,片仔癀,28.3311,44.6295,19.9398,17.8724,41.0448,21.2872
625,德赛电池,38.1489,44.4912,24.7586,15.7888,33.5519,24.5886
626,普洛药业,14.8536,44.4187,9.6489,1.048,42.9091,9.6489
627,紫金矿业,12.1055,44.1911,25.5849,26.383000000000003,12.5,15.5879
628,亿联网络,30.8119,44.1252,21.7589,24.0521,-32.4455,21.7589
629,二三四五,17.9281,43.9388,19.822,28.3855,10.3448,22.063000000000002
630,鲁阳节能,15.4527,43.7053,8.3989,15.0994,39.3443,8.3989
631,濮阳惠成,17.5485,43.6651,49.0759,44.3717,-8.6957,49.4194
632,溢多利,17.9358,43.6388,15.1409,24.8578,41.1735,10.4896
633,陕西黑猫,9.2746,43.4494,5.8682,3.5562,4.0,5.7193
634,江西铜业,4.9954,43.3818,4.0883,5.5373,54.3478,4.6997
635,明泰铝业,28.5455,43.3536,10.3983,8.0301,15.0685,11.1779
636,迈瑞医疗,23.0858,43.2322,128.1038,49.7903,40.9283,128.9801
637,洛阳钼业,7.5176,43.2312,8.035,3.4536,53.5714,7.3163
638,中材国际,9.9609,43.1544,15.1037,4.4641,39.2857,15.1242
639,光华科技,17.0128,43.1343,13.9711,56.633,45.4545,14.3835
640,中科曙光,43.8919,43.1266,17.9215,30.5315,39.5833,21.3476
641,顺利办,42.4871,43.119,-3.0945,8.5547,45.2594,1.4012
642,联美控股,27.8007,42.8888,-13.5001,-1.2022,-35.3582,-14.0564
643,友阿股份,-0.528,42.8797,23.8997,18.3057,48.0804,30.0773
644,中国电影,0.5527,42.751999999999995,9.1286,6.7477,54.9323,8.1033
645,珀莱雅,32.4291,42.7489,16.4273,24.1431,10.7692,16.1531
646,能科股份,78.1203,42.685,14.218,22.0048,33.9684,8.345
647,方直科技,6.7003,42.4683,2.0788,2.541,40.0,2.1158
648,金轮股份,8.8603,42.326,6.1936,10.9828,40.8163,6.1554
649,中油工程,5.8868,42.1693,3.2767,2.7466,40.4762,3.2801
650,亚宝药业,14.0544,42.1373,3.3744,10.4764,36.9104,3.1210000000000004
651,合兴包装,92.3992,42.0581,23.0816,47.2002,33.3333,20.6322
652,日机密封,42.0874,41.9643,14.3776,26.3073,-21.4425,14.5488
653,S佳通,-2.5565,41.8148,2.6961,-3.2395,45.409,6.0464
654,恒华科技,38.3495,41.7853,17.2034,23.2569,-36.4486,17.1798
655,博通集成,-3.3965,41.731,40.0617,39.0667,41.6667,40.0617
656,新华百货,2.56,41.7012,5.8723,8.3989,29.7872,6.9082
657,鞍钢股份,24.7266,41.6964,4.1261,0.9192,41.8065,3.9801
658,中视传媒,12.9274,41.6495,8.7287,12.3833,16.129,8.0783
659,昭衍新药,35.6876,41.5204,16.8041,21.3137,-16.0714,16.8418
660,新联电子,13.7928,41.4018,0.3022,1.1302,46.1538,2.1306
661,贵研铂业,10.5714,41.2276,10.2043,14.6766,0.0,6.7038
662,欧普康视,47.1043,41.1726,33.2495,33.0761,-22.2619,27.2042
663,健帆生物,41.4783,40.9537,23.7456,20.5332,40.5797,22.0971
664,亿晶光电,-14.1966,40.9488,1.4829,1.2333,50.0,1.4829
665,长青股份,33.6475,40.8627,7.0527,6.4711,40.1577,6.9386
666,三全食品,5.3929,40.7621,2.9336,5.667000000000001,44.4444,3.2244
667,诚意药业,60.0993,40.6661,12.3371,21.2493,-6.8966,10.2112
668,三维股份,12.6878,40.65,6.7146,33.4048,44.4444,5.586
669,杰克股份,48.9796,40.5744,19.0729,10.6951,-6.875,16.8514
670,金诚信,27.2439,40.5271,5.7564,11.3393,42.8571,5.8644
671,因赛集团,26.8454,40.5109,27.1208,14.6996,40.5405,27.1594
672,泰和新材,39.7181,40.4119,12.2489,44.8936,62.5,6.1831
673,蓝焰控股,22.5674,40.4106,20.5055,8.5161,32.0755,21.4986
674,顺络电子,18.8415,40.3804,7.5776,9.8365,34.0909,7.3629999999999995
675,同德化工,26.3302,40.3079,-1.4173,-12.017999999999999,48.0,-1.2777
676,洁美科技,31.5826,40.3006,15.5828,35.2736,36.7089,15.5828
677,奥拓电子,51.1225,40.2755,11.4017,26.5207,31.8182,11.161
678,恒润股份,60.0338,40.1907,15.3548,42.8593,4.9309,9.6345
679,永和智控,17.8193,40.1601,5.0613,-0.3819,41.3793,5.0613
680,安洁科技,30.9312,40.1335,2.6079,0.8869,19.6721,2.6365
681,易联众,16.6681,40.1071,8.5198,0.2471,-19.0476,1.839
682,美年健康,35.7032,40.1051,5.6903,31.0518,8.3333,1.0718
683,中煤能源,28.3727,40.0694,4.3337,6.3573,44.4444,3.5164
684,百合花,19.9996,39.9393,14.76,12.6781,42.3729,11.7369
685,维格娜丝,20.3369,39.8834,43.8614,0.3486,23.4375,47.2597
686,上海洗霸,37.4535,39.7673,5.8858,16.2673,23.4497,4.8659
687,爱建集团,41.4099,39.6212,36.1073,55.8356,24.9567,36.3533
688,康斯特,18.5348,39.6057,13.8469,8.71,39.9563,13.8469
689,南钢股份,16.0798,39.4098,27.3318,9.1668,15.555,32.8605
690,百利科技,98.1341,39.3149,15.4936,20.7646,0.0,15.2586
691,新城市,21.1822,39.1979,43.9784,32.2853,39.1991,43.9784
692,五粮液,32.6083,39.1899,19.1042,21.3918,36.3422,19.037
693,正海生物,17.9238,39.1531,9.4819,10.0164,24.4186,9.4819
694,马钢股份,11.9132,39.1494,17.458,6.4833,43.9388,17.9023
695,京新药业,32.6595,39.1204,-9.8894,1.7899,29.9492,-9.1528
